Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,min_salary,max_salary,avg_salary,company_name_text,company_age,Province,python_yn,rstudio_yn,spark,excel,aws
Data Engineer,"CA$87k-CA$104k
(Glassdoor Est.)","As part of the analytics engine you will build with a team of talented devs, you will work on building a predictable data pipeline with a constrained data model providing customers with data-led insight. What you create will have a direct impact on how customers analyze industry and company trends. You enjoy working in a startup culture and are keen to take initiative. You are a self-starter and a critical thinker who enjoys working on a solution you are passionate about and working with a team that is collaborative.

Our client is a leading software company that is making ground breaking changes within the construction space. Their solution allows for the most important aspects of their customers and employees lives to be solved - safety, peace of mind, ease of tracking mundane and time consuming tasks in real-time AND all in one platform. As they continue to grow their team in Vancouver, we are looking for a Data Engineer.

Requirements
5+ years experience in developing large scale end-to-end data pipelines, data ingestion, and visualization
A computer science university degree or college diploma in computer science
Experience with relational databases, expert in writing SQL scripts
A passion for software development
An interest in problem-solving
Experience in the following is a plus:
Javascript, Python
PostgreSQL
Apache spark
AWS toolset
Experience working in a product development environment
Perks:

Competitive salary + Health & Dental (After 3 Month Probation)

Collaborative environment of experienced professionals.

Participation in the early stages of a company; small team with lots of room to grow!

Fully stocked kitchen of snacks, beer Fridays, games nights, and more!

Office located in Downtown Vancouver, close to transit, shopping, restaurants, and panoramic waterfront views!

Powered by JazzHR",-1.0,"Certarus Ltd.
5.0",Vancouver,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,87,104,95.5,"Certarus Ltd.
5.0",-1,BC,1,0,1,1,1
Solution Engineer - Data,"CA$78k-CA$127k
(Glassdoor Est.)","Data Solution Engineer
Onix helps customers transform and evolve their business through the use of cloud services. As part of an entrepreneurial team in this rapidly growing business, you will help shape the future of how technology is used in the workplace.
Primary Responsibilities
Lead strategic cloud application development discovery session to help customers understand the value of cloud application development and how to position it within their organization.
Proactively help customers address all technical issues that may arise throughout the entire pre-sales cycle.
Ability to facilitate demonstrations, proof of concepts and public-facing presentations.
Use Google Cloud Platform tools to build Enterprise-grade Big Data solutions.
Architect new cloud-based data pipelines.
Ability to bring together multiple data sources into a unified data warehouse.
Apply analytics and visualizations to customer data sets.
Create customer and partner connections to help grow Onix name recognition in the data space.
Help customers understand the right technologies for their use case.
Establish strategic customer relationships and become their go-to trusted advisor for Big Data needs.
Assist in strategic direction and planning for growth of the Cloud Data Team.
Quickly architect sound cloud solutions to radically different customer environments.
Establish strategic customer relationships and become the technical go-to resource for answers as well as a trusted cloud advisor.
In-depth understanding and the ability to demonstrate expertise in designing, deploying, and maintaining custom enterprise web applications.
In-depth understanding and the ability to demonstrate expertise in using a variety of development languages.
In-depth understanding and the ability to demonstrate expertise to determine the best migration path from legacy or on-prem applications into public cloud environments.
Review and analyze customer architecture at the domain and product level and translate and evolve them into cloud-ready applications.
Staying in constant communication with customers to ensure Onix is addressing all of their needs during the pre-sales cycle.
Learning and maintaining an in-depth understanding of current and new development technologies and industry standards.
Assist account manager with technical discovery and responsible for all technical scoping activities during the creation of the Statement of Work.
Ability to frequently travel throughout the United States and Canada. Up to 25%.
Required Skills and Experience
Degree in Computer Science or Math (or related technical major) or equivalent practical experience (math strongly preferred).
Experience with large data sets and Enterprise-grade databases (structured and unstructured)
Experience architecting and building data pipelines.
Deep understanding of the ETL (extract, transform, load) process.
Experience extracting data from multiple sources via APIs and scripting.
Experience transforming data through field mapping, programmatic rulesets, and data integrity checking.
Able to expertly convey ideas and concepts to others.
Excellent communication skills (verbal, written and presentation)
Creative problem-solving skills and the ability to design solutions not immediately apparent.
Ability to participate in multiple projects concurrently.
Customer-oriented and shows a bias for action.
Able to function in a highly dynamic team that moves rapidly from idea to planning to implementation.
Highly adaptable with the ability to learn new technologies quickly without direct oversight.
Strong knowledge of Python Machine Learning standard libraries.
Mastery of N-dimensional NumPy arrays.
Mastery of pandas data frames
Ability to perform element-wise vector and matrix operations on NumPy arrays.
Strong knowledge of Anaconda, Virtualenv, and Jupyter Notebooks
Good functional Knowledge of Tensorflow programming model.
Strong understanding of all commonly used Machine Learning models and the main algorithms that compose the models.
Ability to rapidly prototype proofs-of-concept and technical demonstrations.
Ability to conduct technical BD/ML workshops enabling the audience ( researchers, Doctoral and postdoctoral CS Ph.Ds, ML Ph.Ds, Mathematicians, Scientist etc) to adopt the cloud technologies to for development and implementation of BD/ML for scientific research.
Good knowledge of common networking concepts.
Strong customer-facing communication skills.
Experience in writing software in Java or Python.
Familiarity with web-related technologies (web applications, web services, service-oriented architectures) and network/web related protocols.
Creative problem-solving skills and a drive to solve difficult issues.
Ability to stay positive and motivated while under pressure.
Ability to participate in multiple projects concurrently.
Excellent communication skills (verbal, written and presentation)
Customer-oriented and shows a bias for action.
Provide on-time, well-executed work that leads to excellent customer satisfaction.
Able to expertly convey ideas and concepts to others.
Highly adaptable with the ability to learn new technologies quickly without direct oversight.
Good understanding of the built-in data types. ( lists, dictionaries, tuples sets).
Preferred Skills and Experience
Google Cloud Platform Data Engineer Certification.
Experience with Big Data, PaaS, and IaaS technologies.
Experience in and understanding of data and information management - especially as it relates to IaaS and PaaS.
Experience architecting and developing software for scalable, distributed systems.
Understanding of the public cloud market and pain points driving enterprise cloud adoption.

It is the policy of Onix to ensure equal employment opportunity in accordance with the Ohio Revised Code 125.111 and all applicable federal regulations and guidelines. Employment discrimination against employees and applicants due to race, color, religion, sex, (including sexual harassment), national origin, disability, age (40 years old or more), military status, or veteran status is illegal.

Onix will only employ those who are legally authorized to work in the United States or Canada. This is not a position for which sponsorship will be provided. Individuals with temporary visas such as E, F-1, H-1, H-2, L, B, J, or TN or who need sponsorship for work authorization now or in the future, are not eligible for hire.",4.3,"Onix Networking Corp
4.3",Toronto,-1,51 to 200 Employees,1992,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),-1,78,127,102.5,"Onix Networking Corp
",28,ON,1,0,0,0,0
Senior Data Analyst,"CA$72k-CA$91k
(Glassdoor Est.)","MC04 Senior Data Analyst
Full Time Posting Date: 04/14/2020 Closing Date: 05/14/2020 • Strong understanding with data infrastructure, data warehouse, or data engineering
• Coordinate with business planners and decision makers to translate business questions into verifiable data models requirements and hypothesis
• Strong knowledge of and experience with reporting and analytics packages, databases.
• Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, Tableau, R, etc.)
• Experience in visualization (Tableau), machine learning, analytic data models, data mining.
• Experience in one or more scripting languages, such as Python
• Experience working with complex analytical tools, such as R
• Experience in statistical techniques such as Regression, Clustering & Time Series Forecasting, etc.
• Ability to create visual models that support analyses, such as workflow diagrams or wireframe prototypes (Visio, Tableau)
• Technology background including programming skills in SQL, Python, R, as well as data storage such as RDBMS (Oracle), big data skills (Hadoop)
• Creative and innovative with strong analytical and problem solving skills including the ability to frame complex problems and develop recommended solutions
• Strong technology insights with demonstrated ability to work across business lines Toronto, ON Canada Apply",3.8,"Maxima Consulting
3.8",Toronto,-1,51 to 200 Employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,72,91,81.5,"Maxima Consulting
",-1,ON,1,0,0,0,0
"Influencer Marketing Data Analyst, Digital Marketing Analytics","CA$59k-CA$71k
(Glassdoor Est.)","Company Description

null
Job Description

Ubisoft, a global leader in the video games and entertainment software industry, is seeking a highly talented, self-driven, detail-oriented, strategic and creative Influencer Marketing Data Analyst to join the Analytics team in support of Influencer Marketing and additional Digital Marketing functions.

What you'll do
Lead analysis of Influencer campaigns to support planning and partner evaluation
Build out operational capabilities to evaluate and select creators for Influencer campaigns
Establish measurement strategies and methods to analyze existing, prior and future creators for Influencer campaigns
Help build in-house capabilities to scale operations related to partnering with agencies and evaluating agency pitches
Create, manage and distribute data and insights via regular and ad-hoc reporting utilizing analytics tools and reporting/analysis platforms (Tableau, SQL, Excel)
Build dashboards that allow users to understand performance across campaigns and that provide a platform to generate insight
Write SQL queries to extract data from SQL Server or Teradata environments
Implement, maintain and improve data collection and tracking processes
Partner with the business intelligence team to define the data roadmap for influencer campaign data
Qualifications

What you bring
Bachelors degree in a technical or quantitative discipline (Mathematics, Economics, Statistics, Computer Science, Engineering), master’s preferred
2-3 years business analysis experience
Proven analytical skills; ability to analyze raw data, draw conclusions, and develop actionable recommendations
Strong quantitative skills, and experience utilizing scientific analytic methods, qualitative methods, and quantitative analysis techniques
Strong knowledge of digital marketing and platforms preferred, including: YouTube, Twitch, Instagram, Twitter, TikTok, Facebook, Snapchat, etc.
Experience working with data from these social platforms
Excellent organizational, communication and interpersonal skills
Hands-on experience with SQL, Excel and Tableau
What to send our way
Your CV, highlighting your education, experience, and skills
Additional Information

At Ubisoft Montreal, a preeminent developer of video games located in Montreal’s dynamic Mile-End neighbourhood since 1997, we offer a work environment unique in the industry for allowing you to build and cultivate games that are part of critically acclaimed, iconic AAA franchises of international repute.

When you join Ubi Montreal, you enter a community of passionate, extraordinary developers connected by their need to innovate, to be creative and to work with the latest technology. You’ll discover a world where employees enjoy constant career advancement, a supportive learning environment, and competitive compensation packages.

More than anything, at Ubi Montreal, you will regularly ship a variety of big, quality titles – Assassin’s Creed, Far Cry, Rainbow Six, Watch_Dogs, For Honor and… well we can’t disclose all our secrets just yet… – and work with some of the most talented people in the industry.

We are an equal-opportunity employer and value diversity at our company. We do not discriminate on the basis of race, ethnicity, religion, gender, sexual orientation, age or disability status.",3.9,"Ubisoft Entertainment SA
3.9",Montreal,-1,10000+ Employees,1986,Company - Public,Video Games,Media,$2 to $5 billion (USD),-1,59,71,65.0,"Ubisoft Entertainment SA
",34,QC,0,0,0,0,0
Certified Data Analyst,"CA$38k-CA$65k
(Glassdoor Est.)","Start Date: Immediately

Location: Downtown Vancouver

Startup -Consumer Packaged Goods - Skin care

Requirements:
3+ years experience in Data Analysis
Well versed in using Tableau + queries, report writing and presenting findings
Experienced in using statistical packages for analyzing datasets

Education:
Computer Science ,Mathematics, Economics, Information Management or Statistics

Scope of work:
Work with management to prioritize business and information needs
Conduct full lifecycle analysis to include requirements, activities and design
Interpret data, analyze results using statistical techniques and provide ongoing reports
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
Acquire data from primary or secondary data sources and maintain databases/data systems
Identify improvements by monitoring performance and quality control plans
Identify, analyze and interpret trends or patterns in complex data sets and filter and clean data
Locate and define new process improvement opportunities
Interviews are happening now, for a confidential chat, send all inquiries to Shiva@aceit.work",-1.0,Ace It Strategies,Vancouver,-1,1 to 50 Employees,2015,Unknown,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,38,65,51.5,Ace It Strategies,5,BC,0,0,0,0,0
Senior Game Data Analyst,"CA$83k-CA$107k
(Glassdoor Est.)","You are a sharp, disciplined individual who has a passion for mobile games. Your experience helps to demonstrate your superior quantitative analytical skill and a scientific thought process. Your expertise paves the way for working with our game team to optimize every facet of player retention and monetization to ensure the continued success of our games. Large data sets are your playground and you can’t wait to join the fun!

Sound like a match? Kabam Vancouver is looking for a Senior Data Analyst to join us! We don’t just make games, we play and love them too.
You will contribute by:
Providing support to cross-functional teams across the organization to understand overall business goals, improve reporting, and assist with larger scale projects as needed
Finding answers to business questions via hands-on exploration of data sets using SQL, dashboards, statistical analysis, and data visualizations
Generating and maintaining a suite of dashboards and reports for teams throughout the organization
Creating and managing multiple A/B tests to gain valuable insights on KPIs including retention, acquisition, and monetization
Measuring the success of product features after release and optimize their performance through rapid, data-driven iteration
Aiding in task prioritization and general project management within the data team
Your background includes:
4+ years of industry data analysis experience, with solid knowledge of statistical methods
Bachelor’s Degree
Expert SQL skills and experience querying very large data sets
Proven ability to thrive using multiple mixed, varied, and inconsistent data sources
Fundamental knowledge of project management methodologies
Regular communication with stakeholders from other departments and drive actionable items for continuous improvement
It would be nice to have:
Experience with Google BigQuery, Tableau, JIRA and/or other project management software
Experience working for a social or mobile game developer
Understanding of game design concepts and principles
MBA or Master’s Degree
Together, we can create and support some of the best games ever made.

About Kabam
Kabam is a world leader of developing entertaining, immersive, and highly social multiplayer games for mobile devices. They merge consumer behaviour with the art of game design to create experiences that are enjoyed by millions of players across the globe. Each game has raised the benchmark in mobile gaming, bringing high-quality graphics, next-generation technology and revolutionary gameplay to the console in every player’s pocket.
Kabam has partnered with leading entertainment brands like Disney, Hasbro and Universal to create mobile games based on some of the world’s most iconic franchises.

Kabam’s games have generated hundreds of millions of downloads including Fast & Furious 6: The Game, Fast & Furious: Legacy, Marvel Contest of Champions, Transformers: Forged to Fight, Shop Titans and Mini Guns. These games have also received multiple awards such as Apple’s Editor’s Choice and Google Play’s Best Game of the Year.

Founded in 2006, Kabam has studios and offices in Vancouver, Montreal, Charlottetown, San Francisco and Austin. Kabam is a wholly-owned subsidiary of Netmarble Games.",4.1,"Kabam
4.1",Vancouver,-1,501 to 1000 Employees,2006,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1,83,107,95.0,"Kabam
",14,BC,0,0,0,0,0
Data Engineer,"CA$65k-CA$84k
(Glassdoor Est.)","Guavus is a young and fast-growing company whose mission is to provide Communication Service Providers (CSPs) with a competitive advantage in the ability to accurately understand their mobile subscribers’ behaviors and extract value from this knowledge.

We are at pivotal point in our history where big data innovation can impact businesses and individuals in new and unforeseen ways, but we need exceptionally smart people to join our team who are:
Passionate  about getting the job done,
Relentless  about flawless execution,
Committed  to solving problems creatively, and
Believe  in the collective intelligence to design, build and engineer extraordinary products and solutions that are useful to all.
If this sounds like you, please reach out we’d love to hear from you.

Your Role


Guavus is looking for a highly motivated and talented Sr. Data Engineer to participate in the development of the most advanced solutions in the Big Data space by using agile methodologies. The developer will actively participate and collaborate with data team to design and implement data pipelines integrating advanced AI/ML models.

Responsibilities
Develop and maintain batch and streaming data pipelines with big data technologies such as Spark, Kafka, Hive, HDFS, HBase, Phoenix, Impala etc.
Work closely with data scientists to produce ML/AI pipelines.
Analyze and implement proof of concepts related to big data technologies
Analyze new technologies (DB, Storage, Compute Engines)
Produce quality code that is well documented
Qualifications and Experience
Four (4) years of experience in a data engineer position
Holder of a Degree in Computer Science or Engineering
Experience in Cloud and non-Cloud based Hadoop ecosystem
Experience in data warehousing and ETL development
Fluent in Java & with some Scala knowledge.
Fluent in SQL
Experience in performant and highly scalable applications
Experience in distributed framework and technologies e.g. Columnar Database, NoSQL and Hadoop
Experience in Linux and shell scripting.
Basic knowledge or interest in Python
Fluency in English, both written and spoken
Speaking French is an asset

Working conditions


This opportunity consists of full-time job and is located in the Mile Ex area of Montreal, Canada.",2.8,"Guavus Inc.
2.8",Montreal,-1,201 to 500 Employees,2006,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,65,84,74.5,"Guavus Inc.
",14,QC,1,0,1,1,0
Solution Engineer - Data,"CA$78k-CA$127k
(Glassdoor Est.)","Data Solution Engineer
Onix helps customers transform and evolve their business through the use of cloud services. As part of an entrepreneurial team in this rapidly growing business, you will help shape the future of how technology is used in the workplace.
Primary Responsibilities
Lead strategic cloud application development discovery session to help customers understand the value of cloud application development and how to position it within their organization.
Proactively help customers address all technical issues that may arise throughout the entire pre-sales cycle.
Ability to facilitate demonstrations, proof of concepts and public-facing presentations.
Use Google Cloud Platform tools to build Enterprise-grade Big Data solutions.
Architect new cloud-based data pipelines.
Ability to bring together multiple data sources into a unified data warehouse.
Apply analytics and visualizations to customer data sets.
Create customer and partner connections to help grow Onix name recognition in the data space.
Help customers understand the right technologies for their use case.
Establish strategic customer relationships and become their go-to trusted advisor for Big Data needs.
Assist in strategic direction and planning for growth of the Cloud Data Team.
Quickly architect sound cloud solutions to radically different customer environments.
Establish strategic customer relationships and become the technical go-to resource for answers as well as a trusted cloud advisor.
In-depth understanding and the ability to demonstrate expertise in designing, deploying, and maintaining custom enterprise web applications.
In-depth understanding and the ability to demonstrate expertise in using a variety of development languages.
In-depth understanding and the ability to demonstrate expertise to determine the best migration path from legacy or on-prem applications into public cloud environments.
Review and analyze customer architecture at the domain and product level and translate and evolve them into cloud-ready applications.
Staying in constant communication with customers to ensure Onix is addressing all of their needs during the pre-sales cycle.
Learning and maintaining an in-depth understanding of current and new development technologies and industry standards.
Assist account manager with technical discovery and responsible for all technical scoping activities during the creation of the Statement of Work.
Ability to frequently travel throughout the United States and Canada. Up to 25%.
Required Skills and Experience
Degree in Computer Science or Math (or related technical major) or equivalent practical experience (math strongly preferred).
Experience with large data sets and Enterprise-grade databases (structured and unstructured)
Experience architecting and building data pipelines.
Deep understanding of the ETL (extract, transform, load) process.
Experience extracting data from multiple sources via APIs and scripting.
Experience transforming data through field mapping, programmatic rulesets, and data integrity checking.
Able to expertly convey ideas and concepts to others.
Excellent communication skills (verbal, written and presentation)
Creative problem-solving skills and the ability to design solutions not immediately apparent.
Ability to participate in multiple projects concurrently.
Customer-oriented and shows a bias for action.
Able to function in a highly dynamic team that moves rapidly from idea to planning to implementation.
Highly adaptable with the ability to learn new technologies quickly without direct oversight.
Strong knowledge of Python Machine Learning standard libraries.
Mastery of N-dimensional NumPy arrays.
Mastery of pandas data frames
Ability to perform element-wise vector and matrix operations on NumPy arrays.
Strong knowledge of Anaconda, Virtualenv, and Jupyter Notebooks
Good functional Knowledge of Tensorflow programming model.
Strong understanding of all commonly used Machine Learning models and the main algorithms that compose the models.
Ability to rapidly prototype proofs-of-concept and technical demonstrations.
Ability to conduct technical BD/ML workshops enabling the audience ( researchers, Doctoral and postdoctoral CS Ph.Ds, ML Ph.Ds, Mathematicians, Scientist etc) to adopt the cloud technologies to for development and implementation of BD/ML for scientific research.
Good knowledge of common networking concepts.
Strong customer-facing communication skills.
Experience in writing software in Java or Python.
Familiarity with web-related technologies (web applications, web services, service-oriented architectures) and network/web related protocols.
Creative problem-solving skills and a drive to solve difficult issues.
Ability to stay positive and motivated while under pressure.
Ability to participate in multiple projects concurrently.
Excellent communication skills (verbal, written and presentation)
Customer-oriented and shows a bias for action.
Provide on-time, well-executed work that leads to excellent customer satisfaction.
Able to expertly convey ideas and concepts to others.
Highly adaptable with the ability to learn new technologies quickly without direct oversight.
Good understanding of the built-in data types. ( lists, dictionaries, tuples sets).
Preferred Skills and Experience
Google Cloud Platform Data Engineer Certification.
Experience with Big Data, PaaS, and IaaS technologies.
Experience in and understanding of data and information management - especially as it relates to IaaS and PaaS.
Experience architecting and developing software for scalable, distributed systems.
Understanding of the public cloud market and pain points driving enterprise cloud adoption.

It is the policy of Onix to ensure equal employment opportunity in accordance with the Ohio Revised Code 125.111 and all applicable federal regulations and guidelines. Employment discrimination against employees and applicants due to race, color, religion, sex, (including sexual harassment), national origin, disability, age (40 years old or more), military status, or veteran status is illegal.

Onix will only employ those who are legally authorized to work in the United States or Canada. This is not a position for which sponsorship will be provided. Individuals with temporary visas such as E, F-1, H-1, H-2, L, B, J, or TN or who need sponsorship for work authorization now or in the future, are not eligible for hire.",4.3,"Onix Networking Corp
4.3",Toronto,-1,51 to 200 Employees,1992,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),-1,78,127,102.5,"Onix Networking Corp
",28,ON,1,0,0,0,0
Senior Data Analyst,"CA$72k-CA$91k
(Glassdoor Est.)","MC04 Senior Data Analyst
Full Time Posting Date: 04/14/2020 Closing Date: 05/14/2020 • Strong understanding with data infrastructure, data warehouse, or data engineering
• Coordinate with business planners and decision makers to translate business questions into verifiable data models requirements and hypothesis
• Strong knowledge of and experience with reporting and analytics packages, databases.
• Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, Tableau, R, etc.)
• Experience in visualization (Tableau), machine learning, analytic data models, data mining.
• Experience in one or more scripting languages, such as Python
• Experience working with complex analytical tools, such as R
• Experience in statistical techniques such as Regression, Clustering & Time Series Forecasting, etc.
• Ability to create visual models that support analyses, such as workflow diagrams or wireframe prototypes (Visio, Tableau)
• Technology background including programming skills in SQL, Python, R, as well as data storage such as RDBMS (Oracle), big data skills (Hadoop)
• Creative and innovative with strong analytical and problem solving skills including the ability to frame complex problems and develop recommended solutions
• Strong technology insights with demonstrated ability to work across business lines Toronto, ON Canada Apply",3.8,"Maxima Consulting
3.8",Toronto,-1,51 to 200 Employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,72,91,81.5,"Maxima Consulting
",-1,ON,1,0,0,0,0
"Influencer Marketing Data Analyst, Digital Marketing Analytics","CA$59k-CA$71k
(Glassdoor Est.)","Company Description

null
Job Description

Ubisoft, a global leader in the video games and entertainment software industry, is seeking a highly talented, self-driven, detail-oriented, strategic and creative Influencer Marketing Data Analyst to join the Analytics team in support of Influencer Marketing and additional Digital Marketing functions.

What you'll do
Lead analysis of Influencer campaigns to support planning and partner evaluation
Build out operational capabilities to evaluate and select creators for Influencer campaigns
Establish measurement strategies and methods to analyze existing, prior and future creators for Influencer campaigns
Help build in-house capabilities to scale operations related to partnering with agencies and evaluating agency pitches
Create, manage and distribute data and insights via regular and ad-hoc reporting utilizing analytics tools and reporting/analysis platforms (Tableau, SQL, Excel)
Build dashboards that allow users to understand performance across campaigns and that provide a platform to generate insight
Write SQL queries to extract data from SQL Server or Teradata environments
Implement, maintain and improve data collection and tracking processes
Partner with the business intelligence team to define the data roadmap for influencer campaign data
Qualifications

What you bring
Bachelors degree in a technical or quantitative discipline (Mathematics, Economics, Statistics, Computer Science, Engineering), master’s preferred
2-3 years business analysis experience
Proven analytical skills; ability to analyze raw data, draw conclusions, and develop actionable recommendations
Strong quantitative skills, and experience utilizing scientific analytic methods, qualitative methods, and quantitative analysis techniques
Strong knowledge of digital marketing and platforms preferred, including: YouTube, Twitch, Instagram, Twitter, TikTok, Facebook, Snapchat, etc.
Experience working with data from these social platforms
Excellent organizational, communication and interpersonal skills
Hands-on experience with SQL, Excel and Tableau
What to send our way
Your CV, highlighting your education, experience, and skills
Additional Information

At Ubisoft Montreal, a preeminent developer of video games located in Montreal’s dynamic Mile-End neighbourhood since 1997, we offer a work environment unique in the industry for allowing you to build and cultivate games that are part of critically acclaimed, iconic AAA franchises of international repute.

When you join Ubi Montreal, you enter a community of passionate, extraordinary developers connected by their need to innovate, to be creative and to work with the latest technology. You’ll discover a world where employees enjoy constant career advancement, a supportive learning environment, and competitive compensation packages.

More than anything, at Ubi Montreal, you will regularly ship a variety of big, quality titles – Assassin’s Creed, Far Cry, Rainbow Six, Watch_Dogs, For Honor and… well we can’t disclose all our secrets just yet… – and work with some of the most talented people in the industry.

We are an equal-opportunity employer and value diversity at our company. We do not discriminate on the basis of race, ethnicity, religion, gender, sexual orientation, age or disability status.",3.9,"Ubisoft Entertainment SA
3.9",Montreal,-1,10000+ Employees,1986,Company - Public,Video Games,Media,$2 to $5 billion (USD),-1,59,71,65.0,"Ubisoft Entertainment SA
",34,QC,0,0,0,0,0
Certified Data Analyst,"CA$38k-CA$65k
(Glassdoor Est.)","Start Date: Immediately

Location: Downtown Vancouver

Startup -Consumer Packaged Goods - Skin care

Requirements:
3+ years experience in Data Analysis
Well versed in using Tableau + queries, report writing and presenting findings
Experienced in using statistical packages for analyzing datasets

Education:
Computer Science ,Mathematics, Economics, Information Management or Statistics

Scope of work:
Work with management to prioritize business and information needs
Conduct full lifecycle analysis to include requirements, activities and design
Interpret data, analyze results using statistical techniques and provide ongoing reports
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
Acquire data from primary or secondary data sources and maintain databases/data systems
Identify improvements by monitoring performance and quality control plans
Identify, analyze and interpret trends or patterns in complex data sets and filter and clean data
Locate and define new process improvement opportunities
Interviews are happening now, for a confidential chat, send all inquiries to Shiva@aceit.work",-1.0,Ace It Strategies,Vancouver,-1,1 to 50 Employees,2015,Unknown,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,38,65,51.5,Ace It Strategies,5,BC,0,0,0,0,0
Senior Scientist in Chemical Sciences,"CA$99k-CA$141k
(Glassdoor Est.)","Paraza Pharma, Inc. is a fast-growing pharmaceutical research company offering a dynamic and collaborative work environment where scientific excellence, innovation and creativity are at the forefront. Here, diversity, new points of view and a creative spirit are valued and considered as real assets. We provide our employees with ongoing support, training and development opportunities to expand their horizons while contributing to our shared passion for Drug Discovery.

The Chemical Sciences group at Paraza is seeking energetic, results-oriented individuals with proven track records of success to join our dynamic team. The successful candidate is expected to have extensive experience in modern medicinal chemistry. In addition, we are looking for individuals with abilities to analyze complete data sets, demonstrate sound decision-making and analytical skills and who are able to provide creative proposals and solutions to advance on-going projects.

The candidate will be expected to lead a team of scientists, design and execute synthetic routes and troubleshoot when needed. The key responsibilities of the successful candidate include the following:
Help to define and deliver project progression goals
Present summaries of project status vs. plans, risks, and resource needs
Provide evidence-based recommendations from multi-disciplinary functions;Understand the underlying needs of internal & external stakeholders and engage them in developing or identifying solutions to address their needs
Make effective decisions in the absence of complete information and when under pressure, and enable others to act decisively by clarifying roles and responsibilities
Work collaboratively across boundaries to establish common purpose and deliver value while identifying and addressing issues that may inhibit effective collaboration
Build organizational capability to ensure and facilitate development opportunities for others
Liaise between clients and internal operations to ensure clear communication, by developing and maintaining project timelines with relevant task responsibilities, milestones and client billings
Design new molecules for synthesis
Appreciation of modern synthetic chemistry methods
Analyze biological and DMPK data and decide what analogs need progressing down the cascade and what new analogs need to be synthesized
Analyze basic DMPK assays
Use software and be responsible for preclinical data curation
Preferred Qualifications
PhD in Organic/Synthetic/Medicinal Chemistry
Five (5) to ten (10) years of experience in a related field
Experience in the pharmaceutical field
Solid track record of successful delivery of similar types of projects
Excellent interpersonal and relationship building skills
Excellent leadership skills and ability to build the Project Team into a dedicated and enthusiastic unit
Strong use of MS Office, including Word, Excel and PowerPoint
Excellent communication skills, both written and verbal, in English and in French
Job Types: Full-time, Permanent",4.0,"Paraza Pharma Inc.
4.0",Saint-Laurent,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,99,141,120.0,"Paraza Pharma Inc.
",-1,QC,0,0,0,0,0
Environmental Scientist,"CA$53k-CA$60k
(Glassdoor Est.)","ECOH Management’s Ottawa location (Office to be established but will be 20-30 minutes from the Downtown Core) is currently looking for an Environmental Scientist to join our Hazardous Materials team. As an Environmental Scientist, you will perform field site investigations and collect, input, analyze and organize data to assist senior staff in report preparation. You will also perform field monitoring duties, interacting with third party and regulatory agencies to ensure compliance with contract, federal, provincial and local guidelines.

Here is what you will be doing:
Inspection of abatement projects (asbestos, lead, mould) to monitor contractor’s compliance with ECOH specifications, industry standards and applicable regulations.
Air monitoring for asbestos and analysis by phase contrast microscopy (PCM).
Other types of air monitoring, including RCS, Air-o-cell, CO2, Temperature and Humidity, etc., as required on a project-by-project basis.
Building Surveys for asbestos, mould and designated substances.
Collecting comprehensive field notes and generating client reports from employee notes.
Proposal and report writing.
After-hours work and travel may be required

Here are the Job Requirements:
A University degree or college diploma in Environmental Science, Architectural Technology, Building Technology or related discipline.
Related experience in a similar capacity would be considered an asset.
Time and resource management- ability to multitask.
Willingness to be flexible with hours of work and client demands.
Ability to work effectively with fellow staff, project managers, senior management and clients; demonstrating strong interpersonal skills.
Strong written/verbal English communications.
Excellent attention to detail (required for field notes, reporting and data collection).
Valid driver’s license and adequate insurance is required (work related travel will be compensated).
General to advanced knowledge of Microsoft Office Programs.

Employment Type: Full Time, Permanent

This position offers benefits including health and dental coverage, vacation time, LTD, life insurance and the opportunity to participate in ECOH’s RRSP program.

ECOH is an Equal Opportunity Employer. Accommodations for job applicants with disabilities are available on request. Qualified candidates can send their resume to resumes@ecoh.ca

Thank you for your interest in joining ECOH. Only those considered applicants will be contacted.",4.0,"ECOH Management Inc.
4.0",Ottawa,-1,1 to 50 Employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,53,60,56.5,"ECOH Management Inc.
",-1,ON,0,0,0,0,0
