Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Senior Data Engineer,-1,"Help us boldly shape retail in Canada

Canadian Tire Corporation’s (CTC) rich heritage of serving Canadians from coast-to-coast dates back to 1922. Our vision is to become the #1 retail brand in Canada by 2022 and we are focused on innovating and making important investments in our business, especially when it comes to our people. To reach our goal, we need the best talent to help us evolve and drive change across the business – and boldly help shape Canada’s retail industry. As we strive to be at the forefront of a complex and vastly changing retail industry, it is an exciting time to join the Canadian Tire family of companies.

The Customer Insights and Analytics Group at Canadian Tire delivers customer-focused analytical solutions and insights that enable lasting and meaningful customer relationships. We are a diverse and dynamic team of analysts, data scientists, developers, and consumer researchers united by a common goal – placing the customer at the center of every business decision. We utilize the latest data technologies and advanced analytical techniques to demystify shopper behaviour and embed those insights deep within the fabric of the business. Genuinely passionate about the transformative power of customer data and our role as the “voice” of our customers, we relentlessly push the boundaries of data analytics to ensure we understand our customers better than anyone else and deliver the experiences that will earn their continued loyalty. Our work is redefining the Canadian Tire shopping experience and is a key pillar in our mission to become the #1 retail brand in Canada.
What you’ll do

Reporting to the Manager, Data Science, the Senior Data Engineer will be responsible for driving analytical innovation and leading the technical and methodological capability within the wider team. They play a critical role in the delivery of our big data analytics roadmap and development of machine learning capabilities. The Senior Data Engineer partners with internal stakeholders to drive the adoption of advanced analytics and machine learning across the business.
Develops and maintains scalable data pipelines and builds out new API integrations to support continuing increases in data volume and complexity.
Collaborates with analytics and business teams to improve data models that feed business intelligence tools, increasing data accessibility and fostering data-driven decision making across the organization.
Implements processes and systems to monitor data quality, ensuring production data is always accurate and available for key stakeholders and business processes that depend on it.
Writes unit/integration tests, contributes to engineering wiki, and documents work.
Performs data analysis required to troubleshoot data related issues and assist in the resolution of data issues.
Works closely with a team of frontend and backend engineers, product managers, and analysts.
Defines company data assets (data models), spark, sparkSQL, and hiveSQL jobs to populate data models.
Designs data integrations and data quality framework.
Designs and evaluates open source and vendor tools for data lineage.
Works closely with all business units and engineering teams to develop strategy for long term data platform architecture.
Who you are

We are looking for individuals who are:
Creative and courageous, with the ability to manage in an environment of change and ambiguity to help us take bold, strategic moves in this rapidly evolving retail environment
Action oriented, and comfortable taking calculated risks to better serve our customers and business
Outcome focused, critical thinkers with the ability to analyze and visualize, to ensure continuous improvement across our entire business
Collaborative team players with superior influencing skills, who build relationships easily across various stakeholder groups to move initiatives forward
If you’re curious, ready to take on new challenges and open to doing things differently to help us evolve rapidly, then this is definitely the place to be.
What you bring
Knowledge of best practices and IT operations in an always-up, always-available service
Experience with or knowledge of Agile Software Development methodologies
Excellent problem solving and troubleshooting skills
Process oriented with great documentation skills
Excellent oral and written communication skills with a keen sense of customer service
BS or MS degree in Computer Science or a related technical field
4+ years of Python development experience
4+ years of SQL experience
4+ years of experience with schema design and dimensional data modeling
Experience in PySpark
Experience in designing end to end solution
Familiar with Design patterns and best practices in designing system
Familiar with orchestration tools such as Airflow
Experience designing, building, and maintaining data processing systems
About Canadian Tire Corporation

Canadian Tire and its family of companies are boldly shaping retail in Canada and we continue to deliver a positive experience for our customers. As one of the most trusted brands in Canada, our employees take pride in the work we do across the country. It’s more than the iconic triangle that keeps our employees around. From benefits and perks, to learning and development opportunities, to our commitment to Jumpstart – these are some of the many reasons why Canadian Tire Corporation is one of Canada’s Top Employers.

To learn more about this team and the Canadian Tire family of companies follow us on LinkedIn.

#LI-CW1",3.6,"Canadian Tire Corporation, Limited
3.6",Toronto,-1,5001 to 10000 Employees,1922,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),-1
"Senior Big data Developer with strong development, debugging, analytical skills- VP",-1,"ISG team is building the next generation Data fabric to solve for Business, Analytics and growing regulatory needs. Application is built on emerging technologies will facilitate the data being inspected, cleansed, transformed for support decision-making and analytics. This job involves being part of a dynamic team and contributing towards software development of core components within Big Data Analytics Platform. The ideal candidate will have an eye for building and optimizing real-time and regular analytics and data systems and will work closely with our systems architects, data scientists, and analysts to help direct the flow of data within the pipeline and ensure consistency of data delivery and utilization across multiple projects Key Responsibilities: • Develop applications and enhancements based on the requirements • Responsible for systems analysis, Design, Coding, Unit Testing and other SDLC activities • Requirement gathering and understanding, Analyze and convert functional requirements into concrete technical tasks and able to provide reasonable effort estimates • Directly impacts the business by ensuring the quality of work provided by self and others; works closely with other teams as partner • Work proactively, independently and with global teams to address project requirements, and articulate issues/challenges with enough lead time to address project delivery risks • Providing expertise in technical analysis and solving technical issues during project delivery • Code reviews, test case reviews and ensure code developed meets the requirements • Demonstrate ownership and initiative taking • Some support, troubleshooting, bug-fixing of existing and new applications is expected Must Have Experience: Strong Experience in Core Java, Spark, Kafka, Hadoop, Hive Service oriented architecture, and data standards like JSON, Avro Knowledge of Messaging system Ability to own technical delivery/reported issues to completion Right attitude to gel well with the technology team locally/globally Excellent analytical and troubleshooting skills is a must Nice to have Skills: • Hbase, Impala, and other Hadoop tools • Python, and R desired. • Any knowledge of KDB+/Q would be helpful • API development • Prior experience of working collaboratively with quant/trading desks is highly desirable Citi Canada is an equal opportunity employer. Accordingly, we will make accommodations to respond to the needs of people with disabilities (including, without limitation, physical and mental health disabilities) during the recruitment process and otherwise in accordance with law. Individuals who view themselves as Aboriginals, members of visible minority or racialized communities, and people with disabilities are encouraged to apply. ------------------------------------------------- Grade :All Job Level - All Job FunctionsAll Job Level - All Job Functions - CA ------------------------------------------------------ Time Type : ------------------------------------------------------ Citi is an equal opportunity and affirmative action employer. Minority/Female/Veteran/Individuals with Disabilities/Sexual Orientation/Gender Identity. Citigroup Inc. and its subsidiaries (""Citi) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity CLICK HERE . To view the ""EEO is the Law"" poster CLICK HERE . To view the EEO is the Law Supplement CLICK HERE . To view the EEO Policy Statement CLICK HERE . To view the Pay Transparency Posting CLICK HERE .",3.5,"Citicorp North America, Inc.
3.5",Mississauga,-1,5001 to 10000 Employees,-1,Subsidiary or Business Segment,Lending,Finance,$50 to $100 million (USD),-1
"Senior Azure Data Engineer, Omnia AI",-1,"Job Type: Permanent
Primary Location: Vancouver, British Columbia, Canada
All Available Locations: Calgary; Montreal; Toronto; Vancouver

Be encouraged to deepen your technical skills…whatever those may be.

Be expected to share your ideas and to make them a reality.

Be part of a firm where you are valued for your unique strengths and where everyone feels a sense of belonging.
Do you dream about data? Do you speak SQL as well as your mother language? Are you motivated by solving complex problems by leveraging best-in-class data pipelines? We want to hear from you!
What will your typical day look like?
Everyday you will work with our clients to solve their toughest problems in data engineering, data acquisition, and data standardization. You will do so by leveraging leading technology to accomplish large-scale implementations. You will facilitate design sessions with business stakeholders to define key data definitions, consolidate findings, and work with technology teams to develop appropriate data models. Everyday, you will design and implement optimal data pipeline architecture that is auditable, redundant, scalable and high-performing. Since we know you are a great self-starter, you willm also build the cloud infrastructure and pipeline required for optimal extraction, transformation, and loading of data from a wide variety of data sources (structured and un-structured, streaming and batch).
About the team
Omnia AI, Deloitte's Artificial Intelligence practice is comprised of specialized experts with hands-on experience, and cutting-edge information assets that facilitate successful Artificial Intelligence (AI) transformations. We develop AI-enabled solutions to address all aspects of a client’s transformative journey with disciplined focus on business outcomes.

As a member of our Data & Analytics Modernization team within our Omnia AI practice, you will help our clients design and implement the data platform architectures – be it in the cloud or on-premises – required to enable cutting-edge AI solutions. You will be part of a practice to deliver a breadth of solutions to solve our clients most challenging business problems, with a focus on Big Data, BI/DW, Data Integration, Data Governance, Master Data and Analytics applications. Each of these applications leverages a different mix of traditional and innovative technologies to achieve business outcomes.
Enough about us, let’s talk about you
With hands-on Microsoft Azure data ingestion experience, with at least 2 projects (minimum of 3 month each)
Who has leveraged at least 3 out of these 2 components: Azure Data Factory, Azure Event Hub, Databricks
With 1+ years of hands-on experience with data ingestion on Azure
With 3+ years of relevant technology consulting or industry experience in data & analytics delivery
With 2+ years of experience designing and developing data pipelines, data cleansing routines utilizing typical data quality functions involving standardization, transformation, rationalization, linking and matching
With Azure Data Engineer Certification

Why Deloitte?

Launch your career with The One Firm where you can make an impact that matters in a way that you never thought possible. With endless opportunities at every turn, and a culture built to support and develop our people to be the very best they can be, Deloitte is The One Firm for you to learn, grow, create, connect, and lead. We do this by making three commitments to you:
You will lead at every level: We grow the world’s best leaders so you can achieve the impact you seek, faster.
You can work your way: We give you the means to be flexible in how you need and want to work, and we have innovative spaces, arrangements and the mindset to help you be wildly successful.
You will feel included and inspired: We create a deep sense of belonging where you can bring your whole self to work.
The next step is yours

Sound like The One Firm. For You?

At Deloitte we are all about doing business inclusively – that starts with having diverse colleagues of all abilities! We encourage you to connect with us at accessiblecareers@deloitte.ca if you require an accommodation in the recruitment process, or need this job posting in an alternative format. We’d love to hear from you!

By applying to this job you will be assessed against the Deloitte Global Talent Standards. We’ve designed these standards to provide our clients with a consistent and exceptional Deloitte experience globally.",3.8,"Deloitte
3.8",Vancouver,-1,10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),-1
Senior Software Engineer - Data Run,-1,"BenchSci exponentially increases the speed and quality of life-saving research by empowering scientists with the world’s most advanced biomedical artificial intelligence to run more successful experiments. Backed by F-Prime and Google’s AI fund, Gradient Ventures, BenchSci uses machine learning to diagnose pharmaceutical R&D health from hidden patterns in procurement data. A turnkey application of AI with immediate, quantifiable impact, BenchSci now optimizes reagent procurement and experimental success in 15 of the top 20 pharmaceutical companies and over 4,300 leading academic centers globally.

We are currently seeking a Senior Software Engineer to join our Data Run Team. As part of the job, you will work on expanding our ability to analyze millions of scientific journals and other data sources to extract valuable scientific insights.
What you’ll do:
Collaborate with life scientists and machine learning engineers on how to capture and model additional scientific experiments
Expand the types of biological reagents and experiments that we search for in our mining
Apply state-of-the-art data processing engines to rapidly process our data sets
Collaborate closely with other engineers to solve interesting and challenging data problems
What we’re looking for:
8+ years working as a professional developer
A strong grasp of distributed systems and data processing fundamentals
A strong background in data structures and information retrieval algorithms
Expertise in Python and programming fundamentals
Experience with cloud reference architectures and developing specialized stacks on cloud services
Expertise in RDBMS and NoSQL
You have strong cross-team communication and collaboration skills
A team player who strives to see teammates succeed together
Bonus points for:
Background in Life Science
Experience with Kubernetes in production
Experience with data processing engines such as Spark or Beam
Here at BenchSci, these are our core values:
Focused: We focus on what will drive the greatest impact at all times.
Advancement: We believe in continuous growth, and discovering new ways to do things better. This applies to our product and business, but also to ourselves.
Speed: We recognize that without a sense of urgency, our team, our product and our mission lose their value.
Tenacity: What we’re trying to do isn’t easy, but we hire the best people, and give them the autonomy, tools, and resources to succeed. The hard work is up to them.
Transparency: We believe that sharing diverse ideas and information creates strong teams. Our success stems from research, collaboration, feedback, and trust.
BenchSci is an equal opportunity employer. We value diversity and are committed to fostering an inclusive environment. All four of our cofounders are immigrants to Canada, as are many of our employees. We welcome your fresh perspectives and ideas.",5.0,"BenchSci
5.0",Toronto,-1,51 to 200 Employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Senior Data Engineer,-1,"Key Accountabilities:
Perform technical systems and data flow development in a variety of projects for complex front, middle and back office applications, with a focus on the reporting and analytics environment; this environment is built on a Microsoft Azure cloud and is underpinned by a Hortonworks Hadoop stack
Perform technical systems and data flow design for small-to-medium sized projects
Work with multiple project execution and deployment teams (e.g. Development Architecture, Release Management, Production Support)
Work closely with source system SMEs to produce source to target mappings
Translate business requirements to technical specifications
Work closely with the technical leads and architecture teams, and align solutions that meet the departmental architectural vision
Able to handle multiple priorities seamlessly
Requirements:
8+ years of hands-on development experience in multiple projects, with progressively increasing responsibility
5+ years of hands-on experience working with data warehousing like applications and big data.
Experience leveraging big data technologies (One or more of Hadoop, Python, Spark) is required.
Exposure to Microsoft Azure (or other cloud) platforms is preferred
Experience working with various data exchange formats (JSON, CSV, XML etc.)
Solid understanding of relational and dimensional database design and knowledge of logical and physical data models is preferred
Experience with SDLC and/or Agile methodologies for project development, and participation in all phases of project development, is required
Excellent knowledge of SQL and Linux shell scripting
Experience in deploying and managing SQL and NoSQL databases is preferred
Experience with job scheduling (TIDAL, CAWLA, Oozie) and file transfer (e.g. SFTP)
Excellent diagnostic, analytical and problem-solving skills are preferred
Experience with continuous delivery tools (Jenkins, Bamboo, Circle CI), and an understanding of the principles and pragmatics for build pipelines, artefact repositories, zero-downtime deployment, etc. is preferred
Experience building real-time data pipelines using Kafka or spark streaming is preferred
Job Types: Contract, Permanent

Schedule:
Monday to Friday
Work remotely:
Temporarily due to COVID-19",-1,AstraNorth,Toronto,-1,-1,-1,-1,-1,-1,-1,-1
Senior Clinical Scientist - Infectious Disease - Home Based,-1,"Overview


We believe that our people are the future of the industry. We provide a culture in which our employees can enjoy personal satisfaction, professional achievement and have the ability to strategically map out long-term career plans. If you're ready to be a part of something inspiring join us and Discover Your PRA.

Who are we?

We Are PRA.

We are 17,000+ employees strong, operating in more than 90 countries. We are committed to saving lives and we are constantly striving to be the best at what we do. Our impact is real and we see it every single day. We are getting life saving drugs into the hands of those who need them most.

Who are you?

You are a leader that isn’t afraid to delegate, but also isn’t afraid to get your hands dirty. You look for new and innovative ways to problem solve. You are the ultimate planner and coordinator and are an excellent communicator. You have a serious passion for clinical development. You never settle for what is, but are always pushing clinical development forward to what it could be. You motivate others to do the same. Most of all, you want to do it in a place where you’re more than an employee number. A place you love working.

Still here? Good. Because if this is you, we’d really like to meet you.

The Sr Clinical Scientist will be accountable for the clinical/scientific execution of the clinical protocol.

Responsibilities


What you will be doing:
May lead or support a study or studies, depending on size/complexity. If lead, accountable for the clinical/scientific execution of the protocol.
As lead, will be responsible for the following:
Clinical point of contact for scientific issues/questions for internal and external stakeholders (e.g., IRB, sites)
Responsible for trial design and endpoint development in collaboration with CD
Leads the Medical Monitoring (MM) team in performing MM activities, including development of the Medical Monitoring Plan (MMP) and review of SAE reports
Sets up/supports SAC, DMC, adjudication committees
Protocols/amendments – collaborates with medical writer, participates in governance committee review
Authors protocol clarification letters
Contributor to study specific documents (e.g., SMP)
Reviews/updates informed consent
Provides scientific input to SM for data management activities (e.g., EDC, DRP, CRFs)
Monitors data issues requiring clinical input
Monitors central lab reports and other external data for safety and critical values
Prepares scientific slides, attends and presents protocol information at Investigator Meeting
Scientific lead on Clinical Trial Team (CTT)
Reviews specs, initiates allocation (randomization) request form and approval schedule in allocation schedule generation system
Coordinates planning of lab, bio specimens and imaging specifications
Co- authors newsletters with SM
Participates in Database lock activities Collaboratively plans CSRs, CTDs/WMAs with medical writing
Supports publications/presentations as needed
Reconciles and review all protocol deviation classifications in SPECTRUM
Assesses and prepares protocol deviation list for CSR
Collaborates with medical writing to develop trial results communication for investigators
Provides scientific assessment for Operational Reviews
Supports SM/MW activities as needed to achieve CTT deliverables.
Provides clinical specifications to SM to support interactions with external vendors (e.g., IVRS, ePRO)
May act as mentor to other CSs
Qualifications


What you need to have:

Educational Requirements
BS/BA in Life Sciences with 7+ yrs clinical research experience
MS/PhD in Life Sciences with 5+ years clinical research experience
If no degree in Life Sciences, must have significant experience in clinical development (>11 years)


Minimum Years of Experience
Minimum 2 years pharmaceutical experience with demonstrated leadership responsibilities required.
Medical monitoring experience required
Infectious Disease experience preferred
Global experience required
Excellent Excel and PP skills required
Excellent written and oral communication skills
Ability to travel up to 15% (might include international travel)
Position based remote in US

PRA is an EEO/AA employer and is committed to providing opportunities to minorities, women, veterans and individuals with disabilities.",3.7,"PRA Health Sciences
3.7",Canada,-1,10000+ Employees,1976,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1
Data Engineer (Cloud),-1,"StackPros Inc is seeking a candidate for a full-time role within our Data Systems Team in Toronto, Ontario.

The *Cloud Data Engineer* will play a key role at StackPros, required to help create and maintain industry-leading quality and efficiency of service and software delivery.

StackPros will rely on the Data Engineer to support the Data Systems team, in both data engineering and data science-related workflows. The Data Engineer will be expected to meet and exceed StackPros' quality standards, while helping the organization rapidly expand complex Machine Learning and related applications.

*Key Responsibilities*:

*Data Engineering-Specific Responsibilities*
Participate in continuous delivery pipeline to fully automate deployment of the highly available cloud platform that supports multiple projects
Design and develop ETL workflows and datasets to be used in data visualization tools
Write complex SQL queries with multiple joins to automate and manipulate data extracts
Perform end to end Data Validation to maintain accuracy of data sets
Build tools for deployment, monitoring and operations
Troubleshoot and resolve issues in the development, test and production environments
Develop re-useable processes that can be leveraged and standardized for multiple instances
Prepare technical specifications and documentation for projects
Stay up-to-date on relevant technologies, plug into user groups, understand trends and opportunities to ensure we are using the best possible techniques and tools
Understand, implement, and automate security controls, governance processes, and compliance validation
Design, manage, and maintain tools to automate operational processes
*Data Science-Specific Responsibilities*
Perform exploratory data analysis to identify patterns from historical data, generate and test hypotheses, and provide product owners with actionable insights
Design experiments for product initiatives and perform statistical analysis of the results with recommendations for next steps and future experiments
Create and design dashboards by using different data visualization tools to present reports and insights, and support business decision making
Help the StackPros Data Systems team adopt and evolve Predictive Modeling, Machine Learning and Deep Learning processes to deliver to clients in the future
*Company-Wide Responsibilities: *
Maintain and exceed client satisfaction with StackPros Inc.’s deliverables, day-to-day work and overall value as a partner
Cultivate opportunities for company growth, always seek areas where StackPros Inc.’s role could be expanded
Adapt to ever-changing client needs and expectations
Maintain dedication toward achieving excellence in StackPros Inc.’s delivery against client needs, and overall success as an organization
Be an enthusiastic, positive and generally awesome team mate, mentor & constantly curious learner
*Qualifications: *
4+ years experience in Data Engineering
Understanding of digital ecosystems including online data collection, cloud systems and analytics tools (Google Stack, Facebook, AWS, Salesforce, Adobe Suite etc.) a strong asset
Strong technical understanding of a range of marketing concepts such as cookie-based data collection, setting and leveraging audience segments, attribution modelling, AB/N & multivariate
Excellent written & verbal communication skills are essential; candidate should be comfortable presenting and participating in group discussions of concepts with internal and external stakeholders
Candidate must exhibit an analytical, detail-oriented approach to problem solving
Experience with Jira / Atlassian project management tools is an asset
*WHAT’S IN IT FOR YOU?*
100% employer-paid benefits package
Monthly yoga and meditation classes onsite
Regular Lunch and Learns from your Team Mates
Standing desks
Entertainment and Games area, including pool table
Fully-loaded kitchen: snacks/fruit/drinks/beer
Fun Employee Events and Activities
Participation in Community Engagement
Job Type: Full-time",3.8,"StackPros Inc
3.8",Toronto,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Senior Research Associate/Data Collection Consultant Peri- and Post Approval Studies (PPAS),-1,"Research Associate III/Senior Research Associate (SRA) - Data Collection– Peri- and Post Approval Studies
*We are looking to fill this role primarily in our London UK or Montreal Canada offices; however, we will consider other office locations (Bethesda or Waltham) based on the candidates’ experience and qualifications

The Team
Evidera has been providing epidemiology, data analytics, and outcomes research services to clients in the biopharmaceutical industry for over 19 years. The Peri- and Post Approval Studies team supports pharmaceutical/ biotechnology/ medical device companies in the design and conduct of real-world observational studies throughout the product lifecycle, from early pre-launch planning to launch and post-marketing management. Our focus is on helping our clients identify evidence gaps and rapidly build epidemiologic and economic evidence to demonstrate the effectiveness, safety and value of their products. For this role, the focus is on de novo (field) data collection studies such as single and multi-country retrospective chart reviews, surveys, prospective studies, registries and post-market safety studies which are undertaken when existing health databases cannot be used. Increasingly, hybrid studies that invoke the use of both secondary data sources with bespoke data collection methods are deployed to address our clients’ needs.

Data collected in these studies is then used to address key research questions such as:
Burden of disease and identification of unmet needs
Treatment patterns, drug utilization, adherence
Resource utilization
The identification and impact of risk factors on disease outcomes
Comparative effectiveness
Safety outcomes
We use epidemiologic methods to build knowledge of the relationships between patient, drug, clinical and disease factors that significantly aids our clients and the patients they serve in understanding health conditions and navigating potential drug-event causal relationships as well as in building stronger evidence-based value messages.
Position Overview
Drafts project deliverables, interacts with clients, and contributes to strategic thinking under the direction of senior staff. Supports scientific coordination and project management, including scoping, tracking progress, and coordinating team tasks for multiple projects.
Principal Duties and Responsibilities (Essential Functions**):
The Research Associate III/SRA in Data Collection will bear scientific responsibility for the design and implementation of de novo data collection studies (retrospective, prospective, and/or cross-sectional) under oversight of more senior staff.

In particular, the Research Associate III/ SRA will:
Provide scientific guidance/consultation on scientific methodological and operational considerations of study design and conduct
Lead on or oversee the development of draft scientific project deliverables (e.g., protocols, analysis plans, case report forms (electronic or paper), survey questions, reports) for senior review.
Interact directly with study sponsors, physician experts, and clinical sites
Assist the responsible scientist with monitoring project budget spend and managing timelines for scientific tasks/deliverables.
Contributes to abstracts and manuscripts as co-author.
Contribute to the growth of Evidera through business development activities, including support of proposal development, participation in the sales cycle, conference attendance, and presentations
Support other organizational activities as needed (e.g. supervise and/or mentor junior staff; closely collaborate with other project stakeholders such as clinical operations, data management, biostatistics, and data analysts; contribute to development of training materials and process improvements)
Travel (national and international travel) is expected
Consulting Expectations:
Participates in client calls and is expected to be able to address questions posed directly to him/her about his/her work, otherwise participates minimally.
Contributes to strategic thinking under the direction of senior staff.
Managerial Duties: None.
Education, Professional Skills & Experience
PhD (epidemiology or closely related field) or MSc with relevant experience
Experience with de novo data collection (field) studies (non-interventional designs in particular)
Good understanding of epidemiologic study designs
Previous experience in consultancy and/or CRO environment highly desirable
Working knowledge of MS Office software; working knowledge of data analysis software (e.g., SAS, Stata, R) a plus
Demonstrated ability to communicate and document information effectively in written English, including the ability to produce scientific reports, presentations, emails and other written deliverables that are well-organized, free from errors, and are appropriately adjusted to the characteristics and needs of the audience.
Strong organizational, time-management, prioritization and decision-making skills necessary to evaluate, plan and accomplish multiple work goals in a timely fashion.
Able to quickly learn and apply new information, skills and procedures.
Proactive and positive approach to tasks and projects, as well as resilience when encountering process, project, budget or client changes that are inherent in the consulting environment.
Strong communication and interpersonal skills including the ability to quickly develop and sustain positive rapport with internal and external contacts in person, over the phone and by email.
Experience presenting ideas to individuals and groups in a formal presentation setting
Delivers a positive internal/external client experience; listens and understand the client's needs, and recommends solutions
Demonstrates sound professional judgment in analysing, responding to, and resolving enquiries, issues and escalations.
Experience with design of peri- or post-approval late phase interventional studies is not required but would be considered a plus
About Evidera:
Evidera is a business within in Pharmaceutical Product Development, LLC (PPD) a leading global contract research organization (CRO), and a is a preeminent provider of evidence-based solutions. We provide integrated scientific expertise and global operational capabilities to help clients generate the evidence needed to optimize the market access and commercial potential of products.

Perks:
We offer a competitive salary and benefits package, with clear opportunities for growth and career progression. You will have the opportunity to work on multiple projects with some of the industry’s leading researchers. Our offices boast a fun and collaborative working environment, frequent social events and a robust support system. We are committed to providing training and professional development, with ample opportunity to advance, for all our staff.

Evidera’s Core Competencies:
Customer Focus
Initiative
Teamwork
Problem Solving/Judgment
Accountability
If you resonate with our core competencies and want to contribute to research and consulting services driven by world-class science and thought leadership, then please submit your application – we’d love to hear from you.
Evidera, Inc. provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, genetics, sexual orientation, gender preference,disability, or status as a qualified individual with a disability or protected veteran.",3.8,"Evidera, Inc.
3.8",Montreal,-1,501 to 1000 Employees,2013,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1
Senior Researcher of Data Center Networking (DCN),-1,"Company Description

About Huawei
Huawei is a leading global provider of information and communications technology (ICT) infrastructure and smart devices. With integrated solutions across four key domains – telecom networks, IT, smart devices, and cloud services – we are committed to bringing digital to every person, home and organization for a fully connected, intelligent world.

At Huawei, innovation focuses on customer needs. We invest heavily in basic research, concentrating on technological breakthroughs that drive the world forward. We have more than 180,000 employees, and we operate in more than 170 countries and regions. Founded in 1987, Huawei is a private company fully owned by its employees.

About Huawei Canada
Huawei Canada helps connect Canadians to world-leading high-speed wireless Internet – and supplies them with cutting-edge smart devices. In partnership with Canadian telecommunications providers, we work to bring the benefits of a reliable and secure digital experience to every person, home and organization, including those in rural and remote areas of the country. Huawei first came to Canada in 2008. Today, the company employs more than 1,100 Canadians in research and development, IT, sales and other fields. Huawei Canada is an active supporter of many charitable and community initiatives from coast to coast.

Job Description

Huawei Research Center in Waterloo is searching for a senior research scientist for this domain. As a member of Huawei’s DCN research and Innovation Lab, you will be collaborating with Huawei HQ LAB to research innovative DCN network architecture and protocols to invent the next generation of DCN networking technologies.

Your responsibilities
Responsible for the planning map of DCN characteristics, low-latency networks, computing/storage networks and other technologies.
Responsible for the construction of competitiveness in the field of DCN and recognize the industry competitiveness.
Sharp business sense of IT Industry which may orient DCN revolution. Such as HPC, Edge computing, Storage, etc. Capture the cutting-edge technology innovation in the DCN field and incubate research projects.
Be active in technical innovation. Cooperate with HQ research team and play a key role in various technical reviews.
With global vision and keen sense of technology, seize opportunities to make unique contributions to company DCN research.
Qualifications
At least 5 years’ experience in roles of DCN architecture, protocol design and research of technology in networking.
Doctorate in computer science, computer network, communication, mathematics and applied mathematics;
Proficient in network protocols such as Ethernet, IB, TCP / IP.
Familiar with the network requirements of typical application scenarios (storage, database, HPC, cloud, etc.) in the IT field
Have deep understanding of DCN business strategy/product portfolio, rich experience in research domain and product line are both preferred.
Strong background in some of the following domains:
DC networking
SmartNIC and switches
Cloud and virtualization
RDMA, NVME and other SAN protocols
Network based analytics
Distributed computing/storage
Good social and team working skills as well as ability to work independently.
Proven innovative skills and out-of-box thinking: ability to go beyond state-of-the-art. Be Enthusiastic about creating new ideas.
Good communication and documentation skills.",3.6,"Huawei Technologies Co., Ltd.
3.6",Markham,-1,10000+ Employees,1987,Company - Private,Telecommunications Services,Telecommunications,$10+ billion (USD),-1
Applied Machine-Learning Engineer (NLP),-1,"Summary

We are looking for talented ML engineers to join our growing business in the novel AI market. Our Research and Development Team is a group of dedicated individuals who focus on researching state-of-art natural language processing techniques and applying them to real-world commercial problems. As an applied ML engineer in NLP, you will work closely with our NLP scientists and dev teams on our machine learning models and natural language processing applications.

In RSVP.ai, we provide deep natural language understanding solutions for enterprise-level customers around the world, including giant technology companies, banks, financial institutions, call centers, and large e-commercial companies. Our products cover areas including but not limited to: customer service bot, virtual assistant, public opinion monitoring and Internet of Things (IoT).

Responsibilities
Implement various machine-learning (deep-learning) models in the fields of natural language understanding, question-answering, reading-comprehension, and conversational chatbot.
Read papers and evaluate state-of-the-art works in related fields
Improve the accuracy and performance of current machine learning models.
Invent NLP algorithms to solve problems in our NLU tools and the Chabot Platform.
Requirements and Qualifications
Bachelor’s degree or above in Computer Science, Computer Engineer or related computer science fields.
2-Years working/research/study experience in ML/NLP.
Written and verbal fluency in English and Mandarin
Solid programming skills in Python and Java.
Programming experience on PyTorch or TensorFlow.
Understand the algorithm and data structure.
Experienced in a software development role.
Programming competition winners are preferred.
ML/NLP conference publications are preferred.
Good interpersonal communication skills.",-1,RSVP.ai,Waterloo,-1,-1,-1,-1,-1,-1,-1,-1
